0	AC3682	Acer	pendrive	1154	995	High precision pendrive by Acer	1702	images/computer_accessories/pendrive/87.jpeg	4169	
1	LTH9950	LogiTech	keyboard	761	538	Lightweight keyboard by LogiTech	1664	images/computer_accessories/keyboard/17.jpeg	3959	
2	LTH3848	LogiTech	pendrive	556	417	Latest presentation of pendrive by LogiTech	1252	images/computer_accessories/pendrive/55.jpeg	3813	
3	DL7292	Dell	coolingpad	1169	998	Lightweight coolingpad by Dell	1937	images/computer_accessories/coolingpad/13.jpeg	6719	
4	LTH9723	LogiTech	coolingpad	649	479	Latest presentation of coolingpad by LogiTech	1675	images/computer_accessories/coolingpad/15.jpeg	9251	
5	SNX2966	Sony	keyboard	841	727	Latest presentation of keyboard by Sony	1991	images/computer_accessories/keyboard/8.jpeg	1632	
6	HP8734	HP	speaker	658	449	Lightweight speaker by HP	1481	images/computer_accessories/speaker/20.jpeg	4004	
7	i3290	Apple	mouse	774	544	High precision mouse by Apple	1624	images/computer_accessories/mouse/71.jpeg	9197	
8	IB355	iBall	laptop	48614	45698	High precision laptop by iBall	1763	images/computer_accessories/laptop/55.jpeg	2665	
9	SNX2278	Sony	pendrive	870	621	Lightweight pendrive by Sony	1300	images/computer_accessories/pendrive/47.jpeg	7628	
10	HP4845	HP	laptop	58191	55386	High precision laptop by HP	1686	images/computer_accessories/laptop/92.jpeg	1409	
11	i6025	Apple	laptop	31867	29024	Lightweight laptop by Apple	1806	images/computer_accessories/laptop/44.jpeg	9028	
12	LTH8128	LogiTech	coolingpad	666	463	Lightweight coolingpad by LogiTech	1338	images/computer_accessories/coolingpad/28.jpeg	5053	
13	HP9293	HP	keyboard	844	652	High precision keyboard by HP	1047	images/computer_accessories/keyboard/3.jpeg	9761	
14	AC1554	Acer	laptop	34229	31513	Lightweight laptop by Acer	1241	images/computer_accessories/laptop/80.jpeg	7435	
15	ASH2117	Aakash	mouse	731	568	Lightweight mouse by Aakash	1419	images/computer_accessories/mouse/106.jpeg	8611	
16	ASH523	Aakash	harddrive	727	452	High precision harddrive by Aakash	1589	images/computer_accessories/harddrive/16.jpeg	9166	
17	DL2274	Dell	coolingpad	1175	920	Lightweight coolingpad by Dell	1962	images/computer_accessories/coolingpad/17.jpeg	4918	
18	ASH4626	Aakash	keyboard	750	532	Lightweight keyboard by Aakash	1246	images/computer_accessories/keyboard/24.jpeg	4077	
19	i4906	Apple	coolingpad	953	662	High precision coolingpad by Apple	1886	images/computer_accessories/coolingpad/27.jpeg	5270	
20	AC9457	Acer	pendrive	1038	784	Lightweight pendrive by Acer	1948	images/computer_accessories/pendrive/5.jpeg	6895	
21	i4509	Apple	laptop	35975	33487	Latest presentation of laptop by Apple	1008	images/computer_accessories/laptop/30.jpeg	6256	
22	DL4516	Dell	laptop	58709	56179	Lightweight laptop by Dell	1719	images/computer_accessories/laptop/41.jpeg	7070	
23	LEN5671	Lenovo	keyboard	1016	733	Latest presentation of keyboard by Lenovo	1257	images/computer_accessories/keyboard/24.jpeg	5415	
24	LEN3896	Lenovo	speaker	939	760	High precision speaker by Lenovo	1032	images/computer_accessories/speaker/86.jpeg	6207	
25	LEN8534	Lenovo	speaker	902	753	Latest presentation of speaker by Lenovo	1351	images/computer_accessories/speaker/112.jpeg	5527	
26	AC8923	Acer	pendrive	1018	782	Latest presentation of pendrive by Acer	1026	images/computer_accessories/pendrive/40.jpeg	2739	
27	DL1060	Dell	harddrive	857	575	High precision harddrive by Dell	1209	images/computer_accessories/harddrive/13.jpeg	9941	
28	LEN891	Lenovo	harddrive	735	441	High precision harddrive by Lenovo	1028	images/computer_accessories/harddrive/16.jpeg	6816	
29	IB86	iBall	pendrive	1090	918	Latest presentation of pendrive by iBall	1947	images/computer_accessories/pendrive/85.jpeg	5247	
30	SNX569	Sony	mouse	1055	811	High precision mouse by Sony	1229	images/computer_accessories/mouse/45.jpeg	9959	
31	AC9030	Acer	mouse	504	211	High precision mouse by Acer	1924	images/computer_accessories/mouse/109.jpeg	9716	
32	LEN4438	Lenovo	mouse	824	560	High precision mouse by Lenovo	1956	images/computer_accessories/mouse/47.jpeg	4851	
33	LEN4539	Lenovo	speaker	630	349	Latest presentation of speaker by Lenovo	1654	images/computer_accessories/speaker/79.jpeg	2106	
34	DL9831	Dell	keyboard	866	646	Lightweight keyboard by Dell	1184	images/computer_accessories/keyboard/26.jpeg	4650	
35	SNX9608	Sony	coolingpad	998	786	Latest presentation of coolingpad by Sony	1319	images/computer_accessories/coolingpad/5.jpeg	6013	
36	IB4899	iBall	keyboard	758	562	Latest presentation of keyboard by iBall	1328	images/computer_accessories/keyboard/18.jpeg	4570	
37	LTH978	LogiTech	harddrive	526	287	Lightweight harddrive by LogiTech	1534	images/computer_accessories/harddrive/38.jpeg	6115	
38	LTH3268	LogiTech	harddrive	697	528	Lightweight harddrive by LogiTech	1621	images/computer_accessories/harddrive/24.jpeg	4443	
39	LEN1825	Lenovo	laptop	43472	40902	Lightweight laptop by Lenovo	1794	images/computer_accessories/laptop/48.jpeg	7327	
40	AC6940	Acer	coolingpad	723	586	Lightweight coolingpad by Acer	1810	images/computer_accessories/coolingpad/5.jpeg	9588	
41	ASH4628	Aakash	pendrive	965	693	Latest presentation of pendrive by Aakash	1420	images/computer_accessories/pendrive/21.jpeg	6631	
42	SNX4378	Sony	mouse	1153	992	Lightweight mouse by Sony	1884	images/computer_accessories/mouse/65.jpeg	9363	
43	DL971	Dell	speaker	814	656	Latest presentation of speaker by Dell	1074	images/computer_accessories/speaker/74.jpeg	2465	
44	HP3647	HP	harddrive	845	550	Latest presentation of harddrive by HP	1063	images/computer_accessories/harddrive/43.jpeg	7538	
45	LTH7273	LogiTech	laptop	55124	52351	Lightweight laptop by LogiTech	1785	images/computer_accessories/laptop/16.jpeg	4526	
46	i3516	Apple	pendrive	774	482	Latest presentation of pendrive by Apple	1233	images/computer_accessories/pendrive/42.jpeg	3235	
47	AC38	Acer	keyboard	928	640	Latest presentation of keyboard by Acer	1198	images/computer_accessories/keyboard/8.jpeg	7831	
48	IB7403	iBall	keyboard	698	548	High precision keyboard by iBall	1865	images/computer_accessories/keyboard/4.jpeg	4209	
49	SNX6114	Sony	coolingpad	841	733	Latest presentation of coolingpad by Sony	1932	images/computer_accessories/coolingpad/14.jpeg	7374	
50	DL9092	Dell	laptop	35201	33492	High precision laptop by Dell	1288	images/computer_accessories/laptop/59.jpeg	9450	
51	DL3205	Dell	keyboard	805	569	Latest presentation of keyboard by Dell	1829	images/computer_accessories/keyboard/0.jpeg	5811	
52	LEN7275	Lenovo	coolingpad	972	788	High precision coolingpad by Lenovo	1633	images/computer_accessories/coolingpad/13.jpeg	5543	
53	HP1174	HP	coolingpad	965	732	Latest presentation of coolingpad by HP	1957	images/computer_accessories/coolingpad/24.jpeg	6584	
54	DL4167	Dell	laptop	44067	42861	High precision laptop by Dell	1410	images/computer_accessories/laptop/48.jpeg	9089	
55	IB4986	iBall	harddrive	632	334	Latest presentation of harddrive by iBall	1752	images/computer_accessories/harddrive/19.jpeg	5744	
56	HP4655	HP	harddrive	635	391	Latest presentation of harddrive by HP	1447	images/computer_accessories/harddrive/1.jpeg	5025	
